reachid,Str_Order,avg_individuals,n_years
699,3,30.609409146664582,6
983,3,0,6
1075,4,0,6
1076,7,0,6
1083,7,0,6
1084,4,0,6
314,2,0,6
315,1,0,6
316,1,0,6
317,2,0,6
318,1,0,6
403,1,0,6
404,1,0,6
226,1,0,6
227,1,0,6
385,1,0,6
386,2,0,6
387,2,0,6
389,1,0,6
390,2,0,6
319,1,0,6
321,1,0,6
322,1,0,6
397,1,0,6
398,2,0,6
241,2,0,6
242,1,0,6
243,1,0,6
485,1,0,6
544,1,0,6
545,1,0,6
546,2,0,6
547,1,0,6
549,1,0,6
328,1,0,6
329,1,0,6
330,1,0,6
636,1,0,6
639,1,0,6
640,1,0,6
746,1,0,6
749,1,0,6
750,2,0,6
751,2,0,6
752,1,0,6
5583,1,0,6
5584,1,0,6
5588,2,0,6
5589,1,0,6
5590,2,0,6
5597,2,0,6
5598,1,0,6
11507,2,0,6
11520,1,0,6
11521,1,0,6
1420,2,0,6
1421,1,0,6
1422,2,0,6
1423,2,0,6
7465,1,0,6
7466,2,0,6
7470,1,0,6
7471,2,0,6
7472,1,0,6
7474,2,0,6
7475,1,0,6
2159,1,0,6
2160,1,0,6
2212,1,0,6
2213,1,0,6
2214,1,0,6
1641,1,0,6
1919,2,0,6
1920,1,0,6
1975,1,0,6
1977,1,0,6
1737,1,0,6
1738,1,0,6
1739,1,0,6
500,2,0,6
501,2,0,6
502,1,0,6
503,1,0,6
504,1,0,6
163,1,0,6
164,2,0,6
165,1,0,6
508,2,0,6
509,1,0,6
510,1,0,6
511,2,0,6
512,1,0,6
514,1,0,6
515,1,0,6
887,1,0,6
889,1,0,6
811,1,0,6
812,1,0,6
813,2,0,6
693,2,0,6
700,1,0,6
701,1,0,6
702,1,0,6
703,1,0,6
982,2,0,6
984,1,0,6
991,2,0,6
992,2,0,6
993,1,0,6
1105,1,0,6
1106,1,0,6
1077,1,0,6
1078,1,0,6
1079,1,0,6
1080,2,0,6
1081,1,0,6
1082,1,0,6
1085,1,0,6
1086,2,0,6
1087,2,0,6
1088,1,0,6
1090,6,0,6
536,3,0,6
597,3,0,6
1275,3,0,6
1277,3,0,6
1280,6,0,6
11550,3,36.76780210034032,6
12321,3,39.13670099967831,6
12322,3,51.535383787698265,6
1925,4,13.783109124563465,6
2001,5,30.625032142573215,6
2068,5,31.418664625813722,6
2069,6,0,6
5545,3,61.517821723433556,6
10217,3,41.22759894198327,6
401,5,0,6
263,3,0,6
430,5,0,6
435,4,0,6
499,5,0,6
275,3,0,6
412,4,0,6
413,5,0,6
108,4,0,6
109,4,0,6
115,4,0,6
119,3,0,6
124,4,0,6
126,3,0,6
132,4,0,6
133,4,0,6
146,4,0,6
160,4,0,6
161,4,0,6
169,4,0,6
171,4,0,6
173,3,0,6
175,4,0,6
179,3,0,6
180,3,0,6
184,3,0,6
185,4,0,6
189,3,0,6
204,3,0,6
211,4,0,6
220,4,0,6
229,4,0,6
245,4,0,6
246,3,0,6
247,4,0,6
248,4,0,6
250,4,0,6
254,4,0,6
270,4,0,6
273,4,0,6
483,3,0,6
462,4,0,6
393,3,0,6
772,4,0,6
278,4,0,6
281,4,0,6
284,4,0,6
302,3,0,6
307,4,0,6
308,4,0,6
312,4,0,6
339,3,0,6
347,3,0,6
364,4,0,6
367,4,0,6
368,4,0,6
369,3,0,6
375,3,0,6
377,3,0,6
380,3,0,6
395,3,0,6
396,3,0,6
409,3,0,6
411,5,0,6
415,3,0,6
416,5,0,6
417,4,0,6
419,3,0,6
694,4,0,6
696,3,0,6
756,4,0,6
807,6,0,6
947,7,0,6
421,3,0,6
425,5,0,6
479,5,0,6
535,3,0,6
557,3,0,6
559,3,0,6
560,3,0,6
561,5,0,6
920,3,0,6
1140,4,45.953077892106805,6
563,5,0,6
775,4,0,6
777,4,0,6
848,4,0,6
507,4,0,6
660,5,0,6
852,4,0,6
925,3,0,6
927,4,0,6
928,7,0,6
929,7,0,6
427,5,0,6
429,5,0,6
440,5,0,6
442,3,0,6
443,5,0,6
452,3,0,6
453,5,0,6
455,3,0,6
457,5,0,6
465,3,0,6
467,4,0,6
489,3,0,6
490,3,0,6
491,3,0,6
498,3,0,6
526,3,0,6
530,5,0,6
543,3,0,6
550,3,0,6
555,5,0,6
1089,1,0,6
537,1,0,6
595,2,0,6
596,1,0,6
598,2,0,6
599,1,0,6
600,1,0,6
1176,1,0,6
1177,1,0,6
1178,1,0,6
1179,1,0,6
1189,1,0,6
1190,1,0,6
1191,2,0,6
1192,2,0,6
1276,1,0,6
1278,2,0,6
1279,2,0,6
1281,1,0,6
1282,1,0,6
11543,2,0,6
11544,2,0,6
11545,1,0,6
11546,1,0,6
12323,2,0,6
1926,1,0,6
1999,1,0,6
2000,2,0,6
2070,1,0,6
5538,2,0,6
5539,1,0,6
5540,1,0,6
5541,2,0,6
5542,2,0,6
5543,2,0,6
5544,1,0,6
8758,1,0,6
8759,1,0,6
10212,2,0,6
10213,2,0,6
10214,2,0,6
10215,2,0,6
10216,2,0,6
400,2,0,6
402,2,0,6
193,2,0,6
194,1,0,6
195,2,0,6
262,1,0,6
264,2,0,6
431,1,0,6
432,1,0,6
433,1,0,6
434,2,0,6
166,2,0,6
167,1,0,6
168,2,0,6
223,1,0,6
224,2,0,6
225,1,0,6
274,1,0,6
276,1,0,6
292,2,0,6
293,1,0,6
294,2,0,6
414,1,0,6
106,1,0,6
107,1,0,6
110,2,0,6
111,2,0,6
112,1,0,6
113,2,0,6
114,1,0,6
116,2,0,6
117,1,0,6
118,1,0,6
120,2,0,6
121,1,0,6
122,1,0,6
123,1,0,6
125,1,0,6
130,1,0,6
131,1,0,6
134,2,0,6
135,2,0,6
136,1,0,6
137,2,0,6
138,1,0,6
142,2,0,6
143,1,0,6
144,1,0,6
145,1,0,6
147,1,0,6
148,1,0,6
149,1,0,6
150,1,0,6
157,2,0,6
158,1,0,6
159,1,0,6
162,2,0,6
170,1,0,6
172,1,0,6
174,1,0,6
176,1,0,6
177,1,0,6
178,1,0,6
181,1,0,6
182,1,0,6
183,2,0,6
186,1,0,6
187,1,0,6
188,1,0,6
190,1,0,6
191,1,0,6
192,2,0,6
196,2,0,6
197,2,0,6
198,1,0,6
202,1,0,6
203,1,0,6
212,1,0,6
213,1,0,6
214,1,0,6
215,1,0,6
216,1,0,6
217,1,0,6
218,1,0,6
219,2,0,6
221,1,0,6
222,1,0,6
230,1,0,6
231,2,0,6
232,1,0,6
233,1,0,6
234,1,0,6
235,2,0,6
236,1,0,6
237,1,0,6
238,1,0,6
239,2,0,6
240,1,0,6
244,1,0,6
249,1,0,6
251,1,0,6
252,1,0,6
253,1,0,6
255,2,0,6
256,1,0,6
257,1,0,6
258,1,0,6
265,1,0,6
266,2,0,6
267,2,0,6
268,2,0,6
269,1,0,6
271,1,0,6
272,1,0,6
481,2,0,6
482,1,0,6
460,1,0,6
461,1,0,6
1159,1,0,6
1160,2,0,6
1161,1,0,6
391,1,0,6
392,1,0,6
773,1,0,6
774,2,0,6
277,1,0,6
279,1,0,6
280,1,0,6
282,1,0,6
283,2,0,6
285,2,0,6
286,1,0,6
287,1,0,6
288,1,0,6
289,1,0,6
290,2,0,6
291,1,0,6
295,1,0,6
296,2,0,6
297,1,0,6
298,1,0,6
299,1,0,6
300,1,0,6
301,1,0,6
303,1,0,6
304,1,0,6
305,2,0,6
306,1,0,6
309,1,0,6
310,2,0,6
311,1,0,6
325,1,0,6
326,2,0,6
327,1,0,6
331,1,0,6
332,2,0,6
333,2,0,6
334,2,0,6
335,1,0,6
336,2,0,6
338,1,0,6
340,1,0,6
341,2,0,6
342,2,0,6
343,2,0,6
344,1,0,6
345,1,0,6
346,1,0,6
348,2,0,6
349,1,0,6
350,2,0,6
351,1,0,6
352,2,0,6
353,1,0,6
354,1,0,6
355,1,0,6
356,2,0,6
357,2,0,6
365,1,0,6
366,2,0,6
370,2,0,6
371,1,0,6
372,1,0,6
373,1,0,6
374,1,0,6
376,1,0,6
378,2,0,6
379,1,0,6
381,2,0,6
382,1,0,6
383,2,0,6
384,2,0,6
394,1,0,6
406,1,0,6
407,2,0,6
408,2,0,6
410,2,0,6
418,1,0,6
420,1,0,6
601,1,0,6
602,2,0,6
603,1,0,6
695,1,0,6
754,1,0,6
755,2,0,6
805,1,0,6
806,1,0,6
946,1,0,6
954,1,0,6
1000,1,0,6
1001,2,0,6
1047,1,0,6
422,1,0,6
423,1,0,6
424,2,0,6
426,1,0,6
478,1,0,6
480,2,0,6
649,2,0,6
650,1,0,6
651,1,0,6
556,1,0,6
558,1,0,6
583,1,0,6
584,1,0,6
585,2,0,6
586,1,0,6
587,1,0,6
588,1,0,6
919,1,0,6
921,2,0,6
1144,1,0,6
1145,2,0,6
1146,2,0,6
1048,2,0,6
1049,1,0,6
1050,1,0,6
1051,1,0,6
1052,2,0,6
1131,1,0,6
1138,1,0,6
1139,1,0,6
562,2,0,6
564,1,0,6
610,2,0,6
611,1,0,6
612,2,0,6
721,2,0,6
722,1,0,6
723,1,0,6
776,1,0,6
847,1,0,6
849,1,0,6
505,1,0,6
506,1,0,6
658,2,0,6
659,1,0,6
733,1,0,6
734,1,0,6
735,1,0,6
850,1,0,6
851,1,0,6
926,1,0,6
930,2,0,6
934,2,0,6
935,1,0,6
936,1,0,6
428,1,0,6
436,2,0,6
437,1,0,6
438,1,0,6
439,1,0,6
441,1,0,6
444,1,0,6
445,1,0,6
446,2,0,6
447,1,0,6
448,2,0,6
449,1,0,6
450,1,0,6
451,2,0,6
454,1,0,6
456,1,0,6
458,1,0,6
459,1,0,6
463,1,0,6
464,1,0,6
466,2,0,6
468,2,0,6
469,1,0,6
470,1,0,6
471,1,0,6
472,1,0,6
473,2,0,6
474,1,0,6
475,1,0,6
476,1,0,6
477,1,0,6
487,2,0,6
488,2,0,6
492,1,0,6
493,2,0,6
494,1,0,6
495,1,0,6
496,1,0,6
497,1,0,6
516,2,0,6
517,2,0,6
518,2,0,6
519,1,0,6
520,1,0,6
521,1,0,6
522,2,0,6
523,1,0,6
524,1,0,6
525,2,0,6
527,2,0,6
528,2,0,6
529,1,0,6
531,1,0,6
538,2,0,6
539,1,0,6
540,2,0,6
541,1,0,6
542,2,0,6
551,2,0,6
552,2,0,6
553,1,0,6
554,1,0,6
565,3,0,6
566,3,0,6
570,3,0,6
673,3,0,6
674,5,0,6
730,3,0,6
794,5,0,6
795,4,0,6
861,3,0,6
931,4,0,6
578,3,0,6
579,5,0,6
604,4,0,6
815,4,0,6
948,7,0,6
949,4,0,6
950,4,0,6
951,3,0,6
627,3,0,6
632,5,0,6
644,3,29.19397391321761,6
645,3,0,6
647,5,0,6
667,3,0,6
672,3,0,6
684,3,29.787983810610996,6
687,4,0,6
704,3,0,6
707,3,0,6
708,4,0,6
710,3,0,6
712,3,0,6
714,5,0,6
724,4,0,6
725,3,0,6
726,4,0,6
740,3,0,6
741,3,0,6
743,4,0,6
753,3,0,6
758,4,0,6
759,3,0,6
760,8,0,6
761,4,0,6
1022,7,0,6
768,4,0,6
782,4,0,6
785,3,0,6
787,4,0,6
788,4,0,6
798,6,0,6
800,3,0,6
809,4,0,6
810,3,0,6
818,4,0,6
822,4,0,6
823,4,0,6
825,4,0,6
827,4,0,6
828,3,0,6
829,4,0,6
830,6,0,6
832,3,0,6
834,4,0,6
836,5,0,6
837,3,0,6
840,4,0,6
841,4,0,6
842,3,0,6
843,3,0,6
955,3,0,6
956,4,0,6
854,5,0,6
855,4,0,6
862,6,0,6
864,7,0,6
870,4,0,6
873,4,0,6
898,4,0,6
900,4,0,6
901,4,0,6
903,4,0,6
905,4,0,6
910,4,0,6
915,3,0,6
938,7,0,6
940,4,0,6
941,7,0,6
942,4,0,6
1063,7,0,6
4969,3,80.71296923386338,6
7421,5,61.30729497411172,6
12368,4,40.04931022122281,6
11514,3,67.35749380081523,6
1094,4,0,6
1185,5,27.875618432657294,6
1187,3,0,6
1260,3,55.18928046676216,6
945,3,0,6
959,4,0,6
1219,3,0,6
963,7,0,6
967,7,0,6
973,3,0,6
974,3,0,6
979,7,0,6
981,3,0,6
1107,3,40.0616243846008,6
1257,3,0,6
1352,3,0,6
1353,7,0,6
1434,3,0,6
995,7,0,6
997,6,0,6
1231,3,0,6
1232,3,0,6
1298,3,0,6
1303,3,0,6
1304,3,29.784953258882076,6
1006,4,0,6
1009,7,0,6
1011,7,0,6
1014,3,34.21397669776559,6
1031,3,0,6
1033,4,0,6
1044,3,0,6
1092,3,0,6
1102,6,0,6
1117,3,40.54394257928077,6
1120,7,0,6
1123,7,0,6
567,1,0,6
568,1,0,6
569,1,0,6
571,1,0,6
572,1,0,6
573,2,0,6
574,2,0,6
575,1,0,6
576,2,0,6
675,1,0,6
731,1,0,6
732,1,0,6
793,1,0,6
859,2,0,6
860,1,0,6
932,1,0,6
933,1,0,6
985,1,0,6
986,2,0,6
987,2,0,6
988,2,0,6
989,1,0,6
990,1,0,6
577,1,0,6
580,1,0,6
581,2,0,6
582,1,0,6
589,1,0,6
590,1,0,6
591,1,0,6
592,2,0,6
593,1,0,6
594,1,0,6
605,1,0,6
606,2,0,6
763,2,0,6
764,1,0,6
765,1,0,6
886,1,0,6
814,1,0,6
816,1,0,6
952,2,0,6
953,1,0,6
613,2,0,6
614,2,0,6
615,1,0,6
616,2,0,6
617,2,0,6
618,1,0,6
619,1,0,6
620,1,0,6
621,1,0,6
622,1,0,6
623,2,0,6
624,2,0,6
625,1,0,6
626,1,0,6
628,1,0,6
629,2,0,6
630,1,0,6
631,2,0,6
633,1,0,6
634,1,0,6
635,2,0,6
646,1,0,6
648,2,0,6
652,1,0,6
653,1,0,6
654,1,0,6
655,1,0,6
656,2,0,6
657,2,0,6
661,1,0,6
662,2,0,6
663,1,0,6
664,1,0,6
665,2,0,6
666,1,0,6
668,1,0,6
669,2,0,6
670,1,0,6
671,1,0,6
676,1,0,6
677,1,0,6
678,1,0,6
679,1,0,6
680,2,0,6
681,1,0,6
682,1,0,6
683,2,0,6
685,1,0,6
686,1,0,6
688,1,0,6
689,1,0,6
690,1,0,6
691,1,0,6
692,1,0,6
705,2,0,6
706,1,0,6
709,1,0,6
711,2,0,6
713,1,0,6
715,1,0,6
716,1,0,6
717,1,0,6
718,2,0,6
719,1,0,6
720,1,0,6
727,2,0,6
728,1,0,6
729,2,0,6
736,2,0,6
737,1,0,6
738,2,0,6
739,1,0,6
742,2,0,6
744,1,0,6
757,2,0,6
762,1,0,6
1015,1,0,6
1016,1,0,6
1017,1,0,6
1018,1,0,6
1019,2,0,6
1020,1,0,6
1021,1,0,6
1023,2,0,6
1171,1,0,6
1172,2,0,6
1173,2,0,6
1246,2,0,6
1247,2,0,6
1248,1,0,6
766,1,0,6
767,1,0,6
769,1,0,6
770,1,0,6
771,2,0,6
778,1,0,6
779,1,0,6
780,1,0,6
781,2,0,6
783,1,0,6
784,1,0,6
786,1,0,6
789,2,0,6
790,1,0,6
791,1,0,6
792,1,0,6
796,2,0,6
797,1,0,6
799,1,0,6
801,1,0,6
802,1,0,6
803,1,0,6
804,1,0,6
808,1,0,6
817,1,0,6
819,2,0,6
820,2,0,6
821,1,0,6
824,1,0,6
826,1,0,6
831,1,0,6
833,2,0,6
835,1,0,6
838,1,0,6
839,2,0,6
957,1,0,6
844,2,0,6
845,1,0,6
846,2,0,6
853,1,0,6
856,1,0,6
857,1,0,6
858,1,0,6
863,1,0,6
865,2,0,6
866,1,0,6
867,1,0,6
868,1,0,6
869,1,0,6
871,2,0,6
872,1,0,6
874,2,0,6
875,1,0,6
876,1,0,6
877,2,0,6
878,1,0,6
879,1,0,6
880,2,0,6
881,1,0,6
882,2,0,6
883,1,0,6
884,1,0,6
885,1,0,6
892,1,0,6
893,2,0,6
894,2,0,6
895,2,0,6
896,1,0,6
897,1,0,6
899,1,0,6
902,1,0,6
904,1,0,6
906,2,0,6
907,2,0,6
908,1,0,6
909,2,0,6
911,1,0,6
912,2,0,6
913,1,0,6
914,1,0,6
916,1,0,6
917,1,0,6
918,1,0,6
922,2,0,6
923,2,0,6
924,1,0,6
937,1,0,6
939,1,0,6
1064,1,0,6
1065,1,0,6
4970,2,0,6
12369,1,0,6
12370,1,0,6
12371,1,0,6
12372,1,0,6
12373,2,0,6
11515,2,0,6
11516,1,0,6
1093,2,0,6
1095,2,0,6
1096,2,0,6
1097,2,0,6
1098,2,0,6
1180,1,0,6
1181,2,0,6
1182,1,0,6
1183,1,0,6
1184,1,0,6
1186,1,0,6
1188,2,0,6
1258,2,0,6
1259,1,0,6
943,1,0,6
944,2,0,6
958,2,0,6
960,1,0,6
1066,1,0,6
1067,2,0,6
1068,1,0,6
1069,2,0,6
1070,1,0,6
1071,2,0,6
1141,1,0,6
1142,1,0,6
1143,1,0,6
1147,1,0,6
1148,1,0,6
1149,1,0,6
1220,1,0,6
1221,1,0,6
1222,1,0,6
1223,1,0,6
1224,1,0,6
961,1,0,6
962,2,0,6
964,2,0,6
965,1,0,6
966,2,0,6
968,1,0,6
969,1,0,6
970,2,0,6
971,1,0,6
972,1,0,6
975,1,0,6
976,1,0,6
977,2,0,6
978,1,0,6
980,1,0,6
1252,1,0,6
1253,1,0,6
1254,1,0,6
1255,2,0,6
1256,2,0,6
1351,2,0,6
1354,2,0,6
1355,1,0,6
1356,1,0,6
1429,1,0,6
1430,1,0,6
1431,1,0,6
1432,1,0,6
1433,2,0,6
994,1,0,6
996,1,0,6
998,1,0,6
999,1,0,6
1132,2,0,6
1133,2,0,6
1230,1,0,6
4935,2,0,6
1297,2,0,6
1299,1,0,6
1300,1,0,6
1301,1,0,6
1302,1,0,6
1002,1,0,6
1003,2,0,6
1004,2,0,6
1005,1,0,6
1007,2,0,6
1008,2,0,6
1010,2,0,6
1012,2,0,6
1013,2,0,6
1024,1,0,6
1025,2,0,6
1026,1,0,6
1027,1,0,6
1028,1,0,6
1029,1,0,6
1030,1,0,6
1032,2,0,6
1034,1,0,6
1035,1,0,6
1036,1,0,6
1037,1,0,6
1038,1,0,6
1039,2,0,6
1040,1,0,6
1041,1,0,6
1042,1,0,6
1043,2,0,6
1045,1,0,6
1046,2,0,6
1053,1,0,6
1054,1,0,6
1055,1,0,6
1056,1,0,6
1057,1,0,6
1058,2,0,6
1059,1,0,6
1060,2,0,6
1061,2,0,6
1062,2,0,6
1072,1,0,6
1073,2,0,6
1074,1,0,6
1091,1,0,6
1099,1,0,6
1100,2,0,6
1101,1,0,6
1103,2,0,6
1104,1,0,6
1108,1,0,6
1109,2,0,6
1110,1,0,6
1111,1,0,6
1112,2,0,6
1113,2,0,6
1114,2,0,6
1115,2,0,6
1116,1,0,6
1118,1,0,6
1119,2,0,6
1121,1,0,6
1122,1,0,6
1124,2,0,6
1308,3,0,6
1175,5,27.851937261896268,6
1198,7,0,6
1202,6,0,6
1208,6,0,6
1216,7,0,6
1225,6,0,6
1227,3,0,6
1228,3,0,6
1229,3,0,6
1233,5,27.472042232724363,6
1239,3,0,6
1240,3,0,6
1250,3,29.775861620342845,6
1324,3,0,6
1325,3,0,6
4922,3,0,6
11509,5,86.9482188080604,6
12436,3,39.41240836764677,6
12438,7,85.86781945739591,6
12439,7,84.18210326549963,6
6310,5,40.49577597612621,6
6311,3,0,6
6315,3,0,6
8419,4,40.11671908039642,6
8421,3,0,6
8423,3,0,6
8428,4,0,6
11749,5,82.94520384126089,6
11754,3,83.8897907390018,6
2111,3,0,6
2114,3,31.835815865608858,6
2115,4,0,6
1333,5,27.09740740526163,6
1337,6,0,6
11490,4,52.83608233708905,6
1261,4,0,6
1262,3,0,6
1263,3,7.9335051803966055,6
1266,3,0,6
1285,3,0,6
1289,5,27.191357148833447,6
1294,7,0,6
1295,3,0,6
1770,3,5.610112935746222,6
13434,3,21.115338793105206,6
13436,4,61.884840898349736,6
1345,4,27.8627486413028,6
1435,3,0,6
1436,3,58.512500093534875,6
1310,3,0,6
1805,7,0,6
1809,3,39.60798560488185,6
4958,4,29.194123656017606,6
1312,6,0,6
1314,6,0,6
1315,6,0,6
1365,3,0,6
1447,3,0,6
1783,3,0,6
4951,3,50.08342133790097,6
4952,3,58.53494198733185,6
12335,5,80.34061369979457,6
12336,4,38.099013057298976,6
12337,7,0,6
1400,3,3.165570779852773,6
1401,3,0,6
7427,3,50.0865135888646,6
11506,5,88.0740121455478,6
1424,3,0,6
1427,3,37.69781713628472,6
1440,7,0,6
1452,7,0,6
1453,3,9.294974030202573,6
1459,4,10.605171867726773,6
1756,3,8.511903030033336,6
1758,7,0,6
1760,3,67.99350297169985,6
1814,3,7.350477939918417,6
1817,3,7.3492634213452535,6
1819,3,6.168390823725733,6
11535,3,57.71158891358107,6
12352,3,42.40213444214784,6
1767,4,0,6
1772,5,30.614931135302744,6
1775,4,0,6
1784,3,48.26848599751155,6
1785,3,7.350867375313118,6
1787,4,0,6
1788,6,0,6
1789,3,6.157220152836226,6
1790,6,0,6
1793,3,0,6
4904,3,54.34351288178466,6
4905,3,80.98784423208713,6
4906,3,0,6
4910,3,31.435630178134854,6
4912,3,86.59144644591609,6
4914,3,0,6
4930,3,0,6
4936,4,62.33992948303279,6
4937,7,0,6
4943,3,0,6
4944,3,48.39911213107804,6
13416,4,39.188089653313575,6
1502,3,39.450713758720504,6
4964,3,40.01780365421511,6
4965,7,0,6
7433,7,0,6
1125,2,0,6
1126,2,0,6
1127,1,0,6
1128,1,0,6
1129,1,0,6
1130,1,0,6
1134,2,0,6
1135,1,0,6
1136,1,0,6
1137,1,0,6
1210,1,0,6
1211,2,0,6
1212,1,0,6
1213,1,0,6
1214,1,0,6
1215,2,0,6
1270,1,0,6
1271,1,0,6
1272,1,0,6
4933,1,0,6
4934,1,0,6
1305,1,0,6
1306,1,0,6
1307,1,0,6
1150,1,0,6
1151,2,0,6
1152,2,0,6
1153,1,0,6
1154,1,0,6
1155,1,0,6
1156,2,0,6
1157,1,0,6
1158,1,0,6
1168,1,0,6
1169,2,0,6
1170,2,0,6
1174,1,0,6
1193,2,0,6
1194,2,0,6
1195,1,0,6
1196,2,0,6
1197,2,0,6
1199,1,0,6
1200,1,0,6
1201,2,0,6
1203,2,0,6
1204,1,0,6
1205,1,0,6
1206,1,0,6
1207,1,0,6
1209,1,0,6
1217,1,0,6
1218,1,0,6
1226,1,0,6
1234,1,0,6
1235,1,0,6
1236,1,0,6
1237,1,0,6
1238,1,0,6
1241,1,0,6
1242,1,0,6
1249,1,0,6
1251,2,0,6
1326,1,0,6
1411,2,0,6
1412,2,0,6
1413,1,0,6
4921,1,0,6
4923,1,0,6
1330,1,0,6
11501,2,0,6
11502,1,0,6
11503,2,0,6
11504,1,0,6
11508,1,0,6
11510,1,0,6
11511,1,0,6
12435,1,0,6
12437,1,0,6
12440,1,0,6
12441,1,0,6
12442,1,0,6
6308,1,0,6
6309,1,0,6
6312,1,0,6
6313,2,0,6
6314,1,0,6
8418,1,0,6
8420,2,0,6
8422,1,0,6
8427,1,0,6
11750,1,0,6
11751,2,0,6
11752,1,0,6
11753,1,0,6
11755,2,0,6
11756,2,0,6
2109,1,0,6
2110,1,0,6
2112,1,0,6
2113,1,0,6
2119,1,0,6
1331,1,0,6
1332,2,0,6
1334,1,0,6
1335,1,0,6
1336,1,0,6
1338,1,0,6
1339,1,0,6
1340,1,0,6
1341,1,0,6
1405,1,0,6
1406,2,0,6
1407,1,0,6
1408,2,0,6
1409,2,0,6
1410,2,0,6
1414,1,0,6
1415,1,0,6
1416,1,0,6
11491,1,0,6
11492,2,0,6
11493,1,0,6
11494,1,0,6
11495,1,0,6
12398,1,0,6
12399,1,0,6
12400,2,0,6
1264,2,0,6
1265,2,0,6
1267,1,0,6
1268,1,0,6
1269,1,0,6
1273,1,0,6
1274,1,0,6
1283,2,0,6
1284,2,0,6
1286,1,0,6
1287,1,0,6
1288,1,0,6
1290,1,0,6
1291,2,0,6
1292,1,0,6
1293,2,0,6
1296,2,0,6
1348,2,0,6
1349,2,0,6
1350,1,0,6
1769,1,0,6
1771,2,0,6
7467,2,0,6
7468,1,0,6
7469,1,0,6
11547,1,0,6
11548,2,0,6
11549,1,0,6
13435,1,0,6
1346,1,0,6
1347,2,0,6
1437,2,0,6
1309,1,0,6
1311,1,0,6
1381,2,0,6
1382,1,0,6
1383,2,0,6
1468,2,0,6
1469,1,0,6
1470,1,0,6
1799,1,0,6
1800,1,0,6
1801,1,0,6
1802,1,0,6
1803,1,0,6
1804,2,0,6
1806,1,0,6
1807,1,0,6
1808,1,0,6
1810,1,0,6
4957,2,0,6
4959,2,0,6
1313,2,0,6
1316,1,0,6
1317,2,0,6
1318,1,0,6
1319,1,0,6
1320,1,0,6
1321,1,0,6
1322,1,0,6
1323,1,0,6
1327,2,0,6
1328,2,0,6
1329,2,0,6
1342,1,0,6
1343,1,0,6
1344,1,0,6
