reachid,Str_Order,iso_pred,assignment_sum,assignment_rescale,assignment_norm,assignment_individuals,TribID,reach_length_m,trib_total_assignment_rescale,trib_total_assignment_individuals,n_reaches,fishperMeter,fishperMeter_basin,fishperMeter_norm
93,1,0.7060275,0,0,0,0,NA,3546.603664899531,0,0,NA,NA,NA,NA
94,1,0.706699273,0,0,0,0,NA,773.5125438045831,0,0,NA,NA,NA,NA
95,4,0.707117326,0,0,0,0,4_364_4,1450.9052964568011,0,0,30,0,0,0
96,1,0.707117205,0,0,0,0,NA,1665.0064454447665,0,0,NA,NA,NA,NA
97,1,0.705603094,0,0,0,0,NA,1192.721731178036,0,0,NA,NA,NA,NA
98,1,0.708243689,0,0,0,0,NA,107.45087042724879,0,0,NA,NA,NA,NA
99,3,0.707271263,0,0,0,0,3_99_3,2741.3362356859275,0,0,2,0,0,0
100,2,0.706229415,0,0,0,0,NA,425.6970018467493,0,0,NA,NA,NA,NA
101,1,0.708248081,0,0,0,0,NA,528.2367567377426,0,0,NA,NA,NA,NA
102,1,0.706687219,0,0,0,0,NA,2043.468153035287,0,0,NA,NA,NA,NA
103,1,0.708227188,0,0,0,0,NA,3776.684169298417,0,0,NA,NA,NA,NA
104,1,0.707723995,0,0,0,0,NA,1249.5188466116176,0,0,NA,NA,NA,NA
105,3,0.705357554,0,0,0,0,3_920_3,1813.5342665262028,0,0,31,0,0,0
139,1,0.707212654,0,0,0,0,NA,465.6030953185468,0,0,NA,NA,NA,NA
140,2,0.706913413,0,0,0,0,NA,2115.3517671962486,0,0,NA,NA,NA,NA
141,1,0.704642794,0,0,0,0,NA,26192.460007367197,0,0,NA,NA,NA,NA
199,3,0.705653688,0,0,0,0,3_920_3,2851.3061004484957,0,0,31,0,0,0
200,2,0.706873786,0,0,0,0,NA,736.5667414384404,0,0,NA,NA,NA,NA
201,4,0.70777131,0,0,0,0,4_743_4,929.0142992600521,0,0,25,0,0,0
532,1,0.706722999,0,0,0,0,NA,1590.411043756798,0,0,NA,NA,NA,NA
533,1,0.706807638,0,0,0,0,NA,914.6023208507294,0,0,NA,NA,NA,NA
534,1,0.706827136,0,0,0,0,NA,6227.698749802584,0,0,NA,NA,NA,NA
313,3,0.706834134,0,0,0,0,3_697_3,1734.4520175082957,0,0,21,0,0,0
314,2,0.706839182,0,0,0,0,NA,778.1783582720968,0,0,NA,NA,NA,NA
315,1,0.704933334,0,0,0,0,NA,2057.2694930567427,0,0,NA,NA,NA,NA
316,1,0.706824753,0,0,0,0,NA,1498.3159228838,0,0,NA,NA,NA,NA
317,2,0.706846653,0,0,0,0,NA,1109.0513843550411,0,0,NA,NA,NA,NA
318,1,0.706825368,0,0,0,0,NA,752.3862534201518,0,0,NA,NA,NA,NA
403,1,0.704461837,0,0,0,0,NA,4769.333834495664,0,0,NA,NA,NA,NA
404,1,0.706754732,0,0,0,0,NA,1794.1890723540992,0,0,NA,NA,NA,NA
405,3,0.706815234,0,0,0,0,3_490_3,3312.5818139396656,0,0,3,0,0,0
226,1,0.706880805,0,0,0,0,NA,1370.690718395761,0,0,NA,NA,NA,NA
227,1,0.70696955,0,0,0,0,NA,11204.200824427518,0,0,NA,NA,NA,NA
228,4,0.706326726,0,0,0,0,4_364_4,3120.824948804693,0,0,30,0,0,0
385,1,0.706800425,0,0,0,0,NA,1141.4914932995382,0,0,NA,NA,NA,NA
386,2,0.704856269,0,0,0,0,NA,935.876798438217,0,0,NA,NA,NA,NA
387,2,0.706837876,0,0,0,0,NA,734.1780179338251,0,0,NA,NA,NA,NA
388,3,0.706825333,0,0,0,0,3_490_3,637.66648283936,0,0,3,0,0,0
389,1,0.704854782,0,0,0,0,NA,1617.513070882687,0,0,NA,NA,NA,NA
390,2,0.705023306,0,0,0,0,NA,2097.539896333134,0,0,NA,NA,NA,NA
319,1,0.706810024,0,0,0,0,NA,578.6370548574786,0,0,NA,NA,NA,NA
320,3,0.705697467,0,0,0,0,3_920_3,532.6315124844657,0,0,31,0,0,0
321,1,0.706826803,0,0,0,0,NA,2668.756415340248,0,0,NA,NA,NA,NA
322,1,0.706854439,0,0,0,0,NA,21.95865998694269,0,0,NA,NA,NA,NA
323,3,0.707010293,0,0,0,0,3_323_3,3597.0350595034515,0,0,6,0,0,0
324,3,0.706998438,0,0,0,0,3_323_3,171.104128300557,0,0,6,0,0,0
397,1,0.706854079,0,0,0,0,NA,552.0013051207477,0,0,NA,NA,NA,NA
398,2,0.706863747,0,0,0,0,NA,971.3462940605482,0,0,NA,NA,NA,NA
399,3,0.706816927,0,0,0,0,3_697_3,816.5684992195304,0,0,21,0,0,0
241,2,0.706969393,0,0,0,0,NA,2846.796745588891,0,0,NA,NA,NA,NA
242,1,0.706626774,0,0,0,0,NA,1855.9033441810377,0,0,NA,NA,NA,NA
243,1,0.705824002,0,0,0,0,NA,5303.096034216683,0,0,NA,NA,NA,NA
484,4,0.706514775,0,0,0,0,4_462_4,2366.086781171952,0,0,4,0,0,0
485,1,0.706806277,0,0,0,0,NA,258.43158294903037,0,0,NA,NA,NA,NA
486,3,0.706753732,0,0,0,0,3_486_3,4966.818413202282,0,0,1,0,0,0
544,1,0.70673932800000006,0,0,0,0,NA,1661.4515906007446,0,0,NA,NA,NA,NA
545,1,0.70671623,0,0,0,0,NA,319.27110352439234,0,0,NA,NA,NA,NA
546,2,0.706786412,0,0,0,0,NA,157.1399185862094,0,0,NA,NA,NA,NA
547,1,0.7067808,0,0,0,0,NA,410.826936263475,0,0,NA,NA,NA,NA
548,4,0.706511326,0,0,0,0,4_462_4,3786.8701439350457,0,0,4,0,0,0
549,1,0.706761625,0,0,0,0,NA,1938.5508115713137,0,0,NA,NA,NA,NA
328,1,0.706924354,0,0,0,0,NA,2258.0176445301618,0,0,NA,NA,NA,NA
329,1,0.706898474,0,0,0,0,NA,1323.431914395767,0,0,NA,NA,NA,NA
330,1,0.706803852,0,0,0,0,NA,728.5120250745616,0,0,NA,NA,NA,NA
636,1,0.706723031,0,0,0,0,NA,1756.0968470900823,0,0,NA,NA,NA,NA
637,3,0.706451644,0,0,0,0,3_559_3,11411.559320994755,0,0,5,0,0,0
638,5,0.706962782,0,0,0,0,5_714_5,506.38566358048894,0,0,28,0,0,0
639,1,0.706602196,0,0,0,0,NA,529.254825017398,0,0,NA,NA,NA,NA
640,1,0.704755993,0,0,0,0,NA,1970.178361120434,0,0,NA,NA,NA,NA
641,5,0.706954218,0,0,0,0,5_714_5,1507.9463997370117,0,0,28,0,0,0
642,3,0.705606168,0,0,0,0,3_920_3,1490.003855360268,0,0,31,0,0,0
643,5,0.706958295,0,0,0,0,5_714_5,1761.4905450301094,0,0,28,0,0,0
745,3,0.705709221,0,0,0,0,3_920_3,2544.772857893933,0,0,31,0,0,0
746,1,0.706558514,0,0,0,0,NA,4226.798821708397,0,0,NA,NA,NA,NA
747,4,0.706077228,0,0,0,0,4_809_4,5519.804553392155,0,0,36,0,0,0
748,3,0.70509951,8.249314043378211,3.1745694967790785e-4,0.1897112019230628,41.201467670896946,3_1014_3,10497.705981488512,0.0012349494562472042,160.27915012849962,5,0.008621626679496602,0.0012349494562472025,0.030745921819290516
749,1,0.70668338,0,0,0,0,NA,850.7184431771559,0,0,NA,NA,NA,NA
750,2,0.706666752,0,0,0,0,NA,523.30407986908,0,0,NA,NA,NA,NA
751,2,0.706604881,0,0,0,0,NA,4908.232122685842,0,0,NA,NA,NA,NA
752,1,0.706639943,0,0,0,0,NA,3044.7392725891623,0,0,NA,NA,NA,NA
5583,1,0.705522672,0,0,0,0,NA,547.4525033809742,0,0,NA,NA,NA,NA
5584,1,0.707559477,0,0,0,0,NA,285.20138739403825,0,0,NA,NA,NA,NA
5588,2,0.706792077,0,0,0,0,NA,2226.307935593304,0,0,NA,NA,NA,NA
5589,1,0.70687385,0,0,0,0,NA,1153.681068891246,0,0,NA,NA,NA,NA
5590,2,0.706760083,0,0,0,0,NA,2933.0065492611197,0,0,NA,NA,NA,NA
5597,2,0.705894158,0,0,0,0,NA,816.0161267813211,0,0,NA,NA,NA,NA
5598,1,0.707427338,0,0,0,0,NA,404.2787360792177,0,0,NA,NA,NA,NA
5599,6,0.705097997,10.902996858387198,4.1957817423495593e-4,0.25073850112766044,54.45537292125799,6_7553_6,12158.38316567672,0.004308223577216212,559.1471051925834,13,0.006239757130554813,0.004308223577216207,0.10725969764595675
11507,2,0.709855333,0,0,0,0,NA,5217.786798579027,0,0,NA,NA,NA,NA
11520,1,0.70816854,0,0,0,0,NA,832.9461337015225,0,0,NA,NA,NA,NA
11521,1,0.706768489,0,0,0,0,NA,2200.317682423416,0,0,NA,NA,NA,NA
11522,5,0.708202588,24.83006978242135,9.555313535122842e-4,0.5710223125809917,124.01459224694533,5_11522_5,5861.670427546668,0.0351637309907111,4563.759990360437,42,0.02454171956328825,0.0351637309907111,0.8754539049722471
1420,2,0.706756227,0,0,0,0,NA,503.37511161350443,0,0,NA,NA,NA,NA
1421,1,0.706735498,0,0,0,0,NA,1733.8913256631147,0,0,NA,NA,NA,NA
1422,2,0.70674171,0,0,0,0,NA,212.25786793802774,0,0,NA,NA,NA,NA
1423,2,0.706544297,0,0,0,0,NA,1686.9706844613095,0,0,NA,NA,NA,NA
7465,1,0.707536854,0,0,0,0,NA,3154.4776178632133,0,0,NA,NA,NA,NA
7466,2,0.705834519,0,0,0,0,NA,370.5392207576724,0,0,NA,NA,NA,NA
7470,1,0.707793778,0,0,0,0,NA,2571.055900404789,0,0,NA,NA,NA,NA
7471,2,0.70711658,0,0,0,0,NA,1394.8713860330197,0,0,NA,NA,NA,NA
7472,1,0.707168882,0,0,0,0,NA,233.40490814435694,0,0,NA,NA,NA,NA
7473,5,0.707994739,19.557167908122207,7.526151672495489e-4,0.4497602843765213,97.67891209664997,5_10252_5,7779.029001629823,0.014216052094378049,1845.0445371209496,19,0.013288371946282272,0.014216052094378033,0.3539299718394433
7474,2,0.707419691,0,0,0,0,NA,16637.137116454196,0,0,NA,NA,NA,NA
7475,1,0.705116522,0,0,0,0,NA,1270.3191921824646,0,0,NA,NA,NA,NA
2159,1,0.706685862,0,0,0,0,NA,648.2524828162349,0,0,NA,NA,NA,NA
2160,1,0.706745975,0,0,0,0,NA,4622.520829052401,0,0,NA,NA,NA,NA
2212,1,0.706710993,0,0,0,0,NA,423.38450812728814,0,0,NA,NA,NA,NA
2213,1,0.706707708,0,0,0,0,NA,212.90691025328906,0,0,NA,NA,NA,NA
2214,1,0.707335945,0,0,0,0,NA,397.6169620610719,0,0,NA,NA,NA,NA
1641,1,0.705683782,0,0,0,0,NA,4443.003331227708,0,0,NA,NA,NA,NA
1642,7,0.707039628,0,0,0,0,7thOrderTrib_1642,409.1363661597074,0,0,1,0,0,0
1643,3,0.70621078,0,0,0,0,3_1676_3,817.4626004362674,0,0,3,0,0,0
1919,2,0.707307729,0,0,0,0,NA,679.0256519981107,0,0,NA,NA,NA,NA
1920,1,0.707298522,0,0,0,0,NA,1304.8931592121041,0,0,NA,NA,NA,NA
1975,1,0.706808897,0,0,0,0,NA,581.9462154059811,0,0,NA,NA,NA,NA
1976,3,0.706096471,0,0,0,0,3_2510_3,1662.2899132492255,0,0,7,0,0,0
1977,1,0.704800962,0,0,0,0,NA,4246.7134102653135,0,0,NA,NA,NA,NA
1737,1,0.706711138,0,0,0,0,NA,188.04637177765292,0,0,NA,NA,NA,NA
1738,1,0.707307957,0,0,0,0,NA,1209.978543657669,0,0,NA,NA,NA,NA
1739,1,0.706747858,0,0,0,0,NA,326.91204187634105,0,0,NA,NA,NA,NA
500,2,0.706824056,0,0,0,0,NA,490.20645184757393,0,0,NA,NA,NA,NA
501,2,0.706800146,0,0,0,0,NA,1555.6042066896098,0,0,NA,NA,NA,NA
502,1,0.706822571,0,0,0,0,NA,346.4245956688007,0,0,NA,NA,NA,NA
503,1,0.706756984,0,0,0,0,NA,3745.806291888296,0,0,NA,NA,NA,NA
504,1,0.706765368,0,0,0,0,NA,439.44090558268243,0,0,NA,NA,NA,NA
163,1,0.705790918,0,0,0,0,NA,2614.7951341129287,0,0,NA,NA,NA,NA
164,2,0.705674695,0,0,0,0,NA,1836.1432258911616,0,0,NA,NA,NA,NA
165,1,0.70803286,0,0,0,0,NA,273.61433381166125,0,0,NA,NA,NA,NA
508,2,0.706819084,0,0,0,0,NA,347.1651905421597,0,0,NA,NA,NA,NA
509,1,0.706760648,0,0,0,0,NA,931.4466355550022,0,0,NA,NA,NA,NA
510,1,0.706818323,0,0,0,0,NA,1111.4664974337886,0,0,NA,NA,NA,NA
511,2,0.706775313,0,0,0,0,NA,2772.5716007185106,0,0,NA,NA,NA,NA
512,1,0.706805366,0,0,0,0,NA,864.198920294956,0,0,NA,NA,NA,NA
513,3,0.706800962,0,0,0,0,3_697_3,1190.3731760317085,0,0,21,0,0,0
514,1,0.706723087,0,0,0,0,NA,347.8516842388915,0,0,NA,NA,NA,NA
515,1,0.705643769,0,0,0,0,NA,3756.708889754855,0,0,NA,NA,NA,NA
887,1,0.706670454,0,0,0,0,NA,168.77924126955006,0,0,NA,NA,NA,NA
888,4,0.707127327,0,0,0,0,4_1075_4,257.1073089533675,0,0,11,0,0,0
889,1,0.706626155,0,0,0,0,NA,535.3491459370122,0,0,NA,NA,NA,NA
890,4,0.705878729,0,0,0,0,4_809_4,5024.326747048921,0,0,36,0,0,0
891,4,0.707136072,0,0,0,0,4_1075_4,1384.261620754146,0,0,11,0,0,0
811,1,0.707449468,0,0,0,0,NA,657.5395186748558,0,0,NA,NA,NA,NA
812,1,0.70553865,0,0,0,0,NA,4148.620186858843,0,0,NA,NA,NA,NA
813,2,0.706642514,0,0,0,0,NA,2083.585072218875,0,0,NA,NA,NA,NA
693,2,0.706615436,0,0,0,0,NA,475.28850520428745,0,0,NA,NA,NA,NA
697,3,0.70681130700000006,0,0,0,0,3_697_3,3904.359434106918,0,0,21,0,0,0
698,5,0.706970836,0,0,0,0,5_714_5,2643.6989066720694,0,0,28,0,0,0
699,3,0.705060619,8.001990398322018,3.079392358983258e-4,0.18402344828429007,39.96620167030011,3_1014_3,2135.526374875501,0.0012349494562472042,160.27915012849962,5,0.008621626679496602,0.0012349494562472025,0.030745921819290516
700,1,0.70660125,0,0,0,0,NA,8013.924957065355,0,0,NA,NA,NA,NA
701,1,0.706788358,0,0,0,0,NA,686.4466746007214,0,0,NA,NA,NA,NA
702,1,0.706617572,0,0,0,0,NA,10502.226888505484,0,0,NA,NA,NA,NA
703,1,0.706631955,0,0,0,0,NA,2468.7156719348604,0,0,NA,NA,NA,NA
982,2,0.70676935,0,0,0,0,NA,5599.808875025086,0,0,NA,NA,NA,NA
983,3,0.70462852,0,0,0,0,3_981_3,2588.310808373795,0,0,10,0,0,0
984,1,0.706936594,0,0,0,0,NA,5094.644337214921,0,0,NA,NA,NA,NA
991,2,0.706559121,0,0,0,0,NA,1832.1877650732188,0,0,NA,NA,NA,NA
992,2,0.706716474,0,0,0,0,NA,612.3524055330126,0,0,NA,NA,NA,NA
993,1,0.705448454,0,0,0,0,NA,1721.6035355770532,0,0,NA,NA,NA,NA
1105,1,0.707117612,0,0,0,0,NA,260.16885505365775,0,0,NA,NA,NA,NA
1106,1,0.704783003,0,0,0,0,NA,5547.4752614074505,0,0,NA,NA,NA,NA
1075,4,0.707186265,0,0,0,0,4_1075_4,1310.7184688354541,0,0,11,0,0,0
1076,7,0.706976329,0,0,0,0,7thOrderTrib_1076,1126.335585149543,0,0,1,0,0,0
1077,1,0.707279803,0,0,0,0,NA,65.45539285192652,0,0,NA,NA,NA,NA
1078,1,0.704481583,0,0,0,0,NA,673.9516612955929,0,0,NA,NA,NA,NA
1079,1,0.70670039,0,0,0,0,NA,4688.516073739297,0,0,NA,NA,NA,NA
1080,2,0.705009509,0,0,0,0,NA,312.2621872695049,0,0,NA,NA,NA,NA
1081,1,0.706715901,0,0,0,0,NA,2334.519210929285,0,0,NA,NA,NA,NA
1082,1,0.706666245,0,0,0,0,NA,1002.1492122602173,0,0,NA,NA,NA,NA
